time, Pout_a, Pout_b, Pref_a, Pref_b, Perr_nrm, Pout_nrm, Pref_nrm, theta_ref, VV
0.014875, -0.448991, 0.229315, -0.446346, 0.225939, 0.004289, 0.554030, 0.553880, 5.346090, 6
0.014900, -0.446113, 0.224330, -0.443376, 0.221935, 0.003637, 0.554648, 0.553880, 5.355090, 6
0.014925, -0.443235, 0.219345, -0.440370, 0.217958, 0.003183, 0.555324, 0.553880, 5.364090, 6
0.014950, -0.440357, 0.214359, -0.437329, 0.214008, 0.003048, 0.556060, 0.553881, 5.373090, 6
0.014975, -0.437479, 0.209374, -0.434252, 0.210085, 0.003304, 0.556854, 0.553881, 5.382090, 6
0.015000, -0.434601, 0.204389, -0.431141, 0.206191, 0.003901, 0.557706, 0.553881, 5.391090, 6
0.015025, -0.431723, 0.199404, -0.427994, 0.202324, 0.004736, 0.558616, 0.553881, 5.400090, 6
0.015050, -0.428844, 0.194419, -0.424812, 0.198487, 0.005727, 0.559584, 0.553881, 5.409090, 6
0.015075, -0.425966, 0.189434, -0.421596, 0.194678, 0.006826, 0.560610, 0.553881, 5.418090, 6
0.015100, -0.423088, 0.184449, -0.418346, 0.190898, 0.008004, 0.561692, 0.553881, 5.427090, 6
0.015125, -0.420210, 0.179464, -0.415062, 0.187147, 0.009248, 0.562831, 0.553882, 5.436090, 6
0.015150, -0.417332, 0.174479, -0.411745, 0.183426, 0.010548, 0.564027, 0.553882, 5.445090, 6
0.015175, -0.411576, 0.174479, -0.408394, 0.179735, 0.006144, 0.559781, 0.553882, 5.454090, 1
0.015200, -0.405819, 0.174479, -0.405010, 0.176075, 0.001789, 0.555563, 0.553882, 5.463090, 1
0.015225, -0.400063, 0.174479, -0.401593, 0.172445, 0.002545, 0.551372, 0.553882, 5.472090, 1
0.015250, -0.394307, 0.174479, -0.398144, 0.168846, 0.006816, 0.547210, 0.553882, 5.481090, 1
0.015275, -0.388550, 0.174479, -0.394662, 0.165278, 0.011046, 0.543077, 0.553883, 5.490090, 1
0.015300, -0.385672, 0.169493, -0.391149, 0.161741, 0.009492, 0.544529, 0.553883, 5.499090, 6
0.015325, -0.382794, 0.164508, -0.387604, 0.158237, 0.007904, 0.546038, 0.553883, 5.508090, 6
0.015350, -0.379916, 0.159523, -0.384027, 0.154764, 0.006289, 0.547603, 0.553883, 5.517090, 6
0.015375, -0.377038, 0.154538, -0.380419, 0.151324, 0.004665, 0.549224, 0.553883, 5.526090, 6
0.015400, -0.374160, 0.149553, -0.376781, 0.147916, 0.003090, 0.550901, 0.553883, 5.535090, 6
0.015425, -0.371281, 0.144568, -0.373112, 0.144541, 0.001830, 0.552633, 0.553884, 5.544090, 6
0.015450, -0.368403, 0.139583, -0.369412, 0.141200, 0.001906, 0.554419, 0.553884, 5.553090, 6
0.015475, -0.365525, 0.134598, -0.365683, 0.137892, 0.003298, 0.556258, 0.553884, 5.562090, 6
0.015500, -0.362647, 0.129613, -0.361924, 0.134617, 0.005056, 0.558151, 0.553884, 5.571090, 6
0.015525, -0.359769, 0.124628, -0.358136, 0.131377, 0.006944, 0.560097, 0.553884, 5.580090, 6
0.015550, -0.356891, 0.119642, -0.354319, 0.128170, 0.008907, 0.562095, 0.553884, 5.589090, 6
0.015575, -0.354013, 0.114657, -0.350473, 0.124999, 0.010930, 0.564145, 0.553885, 5.598090, 6
0.015600, -0.348256, 0.114657, -0.346599, 0.121861, 0.007392, 0.560550, 0.553885, 5.607090, 1
0.015625, -0.342500, 0.114657, -0.342696, 0.118759, 0.004107, 0.556992, 0.553885, 5.616090, 1
0.015650, -0.336744, 0.114657, -0.338766, 0.115693, 0.002272, 0.553471, 0.553885, 5.625090, 1
0.015675, -0.330987, 0.114657, -0.334809, 0.112661, 0.004311, 0.549988, 0.553885, 5.634090, 1
0.015700, -0.325231, 0.114657, -0.330824, 0.109666, 0.007497, 0.546543, 0.553885, 5.643090, 1
0.015725, -0.319475, 0.114657, -0.326813, 0.106706, 0.010820, 0.543138, 0.553886, 5.652090, 1
0.015750, -0.316597, 0.109672, -0.322775, 0.103783, 0.008536, 0.545502, 0.553886, 5.661090, 6
0.015775, -0.313718, 0.104687, -0.318711, 0.100896, 0.006269, 0.547916, 0.553886, 5.670090, 6
0.015800, -0.310840, 0.099702, -0.314621, 0.098045, 0.004128, 0.550380, 0.553886, 5.679090, 6
0.015825, -0.307962, 0.094717, -0.310505, 0.095232, 0.002595, 0.552892, 0.553886, 5.688090, 6
0.015850, -0.305084, 0.089732, -0.306365, 0.092456, 0.003010, 0.555453, 0.553887, 5.697090, 6
0.015875, -0.302206, 0.084747, -0.302200, 0.089717, 0.004970, 0.558062, 0.553887, 5.706090, 6
0.015900, -0.299328, 0.079762, -0.298010, 0.087016, 0.007373, 0.560718, 0.553887, 5.715090, 6
0.015925, -0.296449, 0.074777, -0.293796, 0.084353, 0.009937, 0.563420, 0.553887, 5.724090, 6
0.015950, -0.293571, 0.069791, -0.289558, 0.081727, 0.012593, 0.566167, 0.553887, 5.733090, 6
0.015975, -0.287815, 0.069791, -0.285297, 0.079140, 0.009682, 0.563204, 0.553887, 5.742090, 1
0.016000, -0.282059, 0.069791, -0.281012, 0.076592, 0.006880, 0.560284, 0.553888, 5.751090, 1
0.016025, -0.276302, 0.069791, -0.276705, 0.074082, 0.004309, 0.557409, 0.553888, 5.760090, 1
0.016050, -0.270546, 0.069791, -0.272376, 0.071611, 0.002580, 0.554578, 0.553888, 5.769090, 1
0.016075, -0.264790, 0.069791, -0.268024, 0.069179, 0.003292, 0.551793, 0.553888, 5.778090, 1
0.016100, -0.259034, 0.069791, -0.263651, 0.066786, 0.005509, 0.549054, 0.553888, 5.787090, 1
0.016125, -0.253277, 0.069791, -0.259256, 0.064432, 0.008029, 0.546361, 0.553889, 5.796090, 1
0.016150, -0.247521, 0.069791, -0.254841, 0.062119, 0.010604, 0.543717, 0.553889, 5.805090, 1
0.016175, -0.244643, 0.064806, -0.250404, 0.059845, 0.007603, 0.546867, 0.553889, 5.814090, 6
0.016200, -0.241765, 0.059821, -0.245948, 0.057611, 0.004731, 0.550058, 0.553889, 5.823090, 6
0.016225, -0.238886, 0.054836, -0.241471, 0.055417, 0.002649, 0.553292, 0.553889, 5.832090, 6
0.016250, -0.236008, 0.049851, -0.236975, 0.053264, 0.003547, 0.556566, 0.553890, 5.841090, 6
0.016275, -0.233130, 0.044866, -0.232460, 0.051151, 0.006321, 0.559880, 0.553890, 5.850090, 6
0.016300, -0.230252, 0.039881, -0.227926, 0.049080, 0.009488, 0.563234, 0.553890, 5.859090, 6
0.016325, -0.227374, 0.034896, -0.223373, 0.047048, 0.012794, 0.566626, 0.553890, 5.868090, 6
0.016350, -0.221618, 0.034896, -0.218803, 0.045058, 0.010545, 0.564340, 0.553890, 5.877090, 1
0.016375, -0.215861, 0.034896, -0.214214, 0.043110, 0.008377, 0.562105, 0.553891, 5.886090, 1
0.016400, -0.210105, 0.034896, -0.209608, 0.041202, 0.006326, 0.559920, 0.553891, 5.895090, 1
0.016425, -0.204349, 0.034896, -0.204986, 0.039336, 0.004486, 0.557785, 0.553891, 5.904090, 1
0.016450, -0.198592, 0.034896, -0.200346, 0.037512, 0.003150, 0.555702, 0.553891, 5.913090, 1
0.016475, -0.192836, 0.034896, -0.195691, 0.035730, 0.002974, 0.553671, 0.553892, 5.922090, 1
0.016500, -0.187080, 0.034896, -0.191019, 0.033989, 0.004043, 0.551692, 0.553892, 5.931090, 1
0.016525, -0.181323, 0.034896, -0.186333, 0.032291, 0.005646, 0.549767, 0.553892, 5.940090, 1
0.016550, -0.175567, 0.034896, -0.181631, 0.030635, 0.007411, 0.547896, 0.553892, 5.949090, 1
0.016575, -0.169811, 0.034896, -0.176914, 0.029021, 0.009218, 0.546078, 0.553892, 5.958090, 1
0.016600, -0.164055, 0.034896, -0.172183, 0.027450, 0.011023, 0.544316, 0.553893, 5.967090, 1
0.016625, -0.158298, 0.034896, -0.167438, 0.025921, 0.012809, 0.542609, 0.553893, 5.976090, 1
0.016650, -0.155420, 0.029911, -0.162679, 0.024436, 0.009092, 0.546553, 0.553893, 5.985090, 6
0.016675, -0.152542, 0.024926, -0.157908, 0.022993, 0.005703, 0.550530, 0.553893, 5.994090, 6
0.016700, -0.149664, 0.019940, -0.153123, 0.021593, 0.003834, 0.554538, 0.553893, 6.003090, 6
0.016725, -0.146786, 0.014955, -0.148326, 0.020236, 0.005501, 0.558577, 0.553894, 6.012090, 6
0.016750, -0.143908, 0.009970, -0.143517, 0.018923, 0.008961, 0.562645, 0.553894, 6.021090, 6
0.016775, -0.141029, 0.004985, -0.138697, 0.017652, 0.012880, 0.566743, 0.553894, 6.030090, 6
0.016800, -0.138151, -0.000000, -0.133865, 0.016426, 0.016976, 0.570869, 0.553894, 6.039090, 6
0.016825, -0.132395, -0.000000, -0.129022, 0.015242, 0.015611, 0.569503, 0.553895, 6.048090, 1
0.016850, -0.126639, -0.000000, -0.124169, 0.014103, 0.014317, 0.568193, 0.553895, 6.057090, 1
0.016875, -0.120882, -0.000000, -0.119306, 0.013007, 0.013102, 0.566937, 0.553895, 6.066090, 1
0.016900, -0.115126, -0.000000, -0.114433, 0.011955, 0.011975, 0.565738, 0.553895, 6.075090, 1
0.016925, -0.109370, -0.000000, -0.109551, 0.010947, 0.010948, 0.564595, 0.553895, 6.084090, 1
0.016950, -0.103613, -0.000000, -0.104660, 0.009983, 0.010037, 0.563508, 0.553896, 6.093090, 1
0.016975, -0.097857, -0.000000, -0.099761, 0.009062, 0.009260, 0.562478, 0.553896, 6.102090, 1
0.017000, -0.092101, -0.000000, -0.094853, 0.008186, 0.008637, 0.561505, 0.553896, 6.111090, 1
0.017025, -0.086345, -0.000000, -0.089938, 0.007355, 0.008186, 0.560590, 0.553896, 6.120090, 1
0.017050, -0.080588, -0.000000, -0.085016, 0.006567, 0.007920, 0.559732, 0.553896, 6.129090, 1
0.017075, -0.074832, -0.000000, -0.080086, 0.005824, 0.007844, 0.558932, 0.553897, 6.138090, 1
0.017100, -0.069076, -0.000000, -0.075151, 0.005125, 0.007948, 0.558191, 0.553897, 6.147090, 1
0.017125, -0.063319, -0.000000, -0.070209, 0.004471, 0.008213, 0.557508, 0.553897, 6.156090, 1
0.017150, -0.057563, -0.000000, -0.065261, 0.003861, 0.008612, 0.556883, 0.553897, 6.165090, 1
0.017175, -0.051807, -0.000000, -0.060308, 0.003296, 0.009118, 0.556318, 0.553898, 6.174090, 1
0.017200, -0.046050, -0.000000, -0.055350, 0.002775, 0.009705, 0.555811, 0.553898, 6.183090, 1
0.017225, -0.040294, -0.000000, -0.050388, 0.002299, 0.010352, 0.555364, 0.553898, 6.192090, 1
0.017250, -0.034538, -0.000000, -0.045421, 0.001868, 0.011043, 0.554976, 0.553898, 6.201090, 1
0.017275, -0.028782, -0.000000, -0.040451, 0.001481, 0.011763, 0.554648, 0.553898, 6.210090, 1
0.017300, -0.023025, -0.000000, -0.035478, 0.001139, 0.012505, 0.554379, 0.553899, 6.219090, 1
0.017325, -0.017269, -0.000000, -0.030502, 0.000842, 0.013260, 0.554169, 0.553899, 6.228090, 1
0.017350, -0.011513, -0.000000, -0.025523, 0.000590, 0.014023, 0.554020, 0.553899, 6.237090, 1
0.017375, -0.005756, -0.000000, -0.020542, 0.000382, 0.014791, 0.553930, 0.553899, 6.246090, 1
0.017400, 0.000000, -0.000000, -0.015560, 0.000219, 0.015561, 0.553900, 0.553900, 6.255090, 1
0.017425, 0.000000, -0.000000, -0.010576, 0.000101, 0.010577, 0.553900, 0.553900, 6.264090, 0
0.017450, 0.000000, -0.000000, -0.005592, 0.000028, 0.005592, 0.553900, 0.553900, 6.273090, 0
0.017475, 0.000000, -0.000000, -0.000607, 0.000000, 0.000607, 0.553900, 0.553900, 6.282090, 0
